rowname,Comp1,Comp2,Comp3,Comp4,Comp5,Comp6,Comp7,Comp8,Comp9,Comp10,Comp11,Comp12,Comp13,Comp14,Comp15,Comp16,Comp17,Comp18,Comp19,Comp20,Csize
B_and_1,0.0037790106911317124,-0.020036457910677558,-0.013388552430665139,0.04476112595589955,-0.017056505493581522,0.0587064956114749,-0.00835928892474763,-0.013362853600596395,0.012944542825783046,-0.030973904281852118,-0.004333500007655428,-0.006411744409648777,-0.0021561082266081714,0.0024240849314504146,-0.020789251021182273,0.022578774138906865,0.006404530919438091,0.005856897622909008,-0.002962316278642463,-0.0072974997085950115,34.507404849798256
B_and_7,0.005059417833992276,-0.02375095876369569,0.020948025779430737,0.015128823460044412,-0.007743371252779643,0.019547050510628407,-0.041893909059987744,0.00527530674898165,0.00850454211913434,0.004101503331169753,0.01487245367933938,-0.0149566653193185,-0.014374258336749568,0.005128825907534923,-0.0157396198892468,0.00445287449913364,-0.00811192735601184,0.001526334444480005,0.011343148273476808,0.007967031049136047,38.5530854181877
B_chr_0,0.0014709327363252095,-0.011956722935106558,0.0012252806184932644,0.004966521101473603,-0.018762207606771993,0.03584441470351563,-0.014202173493859847,-0.011043053690001456,0.0030651442603523795,-0.004217856853794826,0.010193692875625975,0.011141554042947406,0.006471834465118778,-0.004085923146816011,-0.0014512421763860095,0.004859788168174319,-0.002860327972496089,-0.010342046507935363,0.015347895583673608,0.008158543731258948,35.860505519447315
B_chr_9,-0.006486268533097995,-0.01996190045446354,-0.00547103116263201,0.013458215890682593,-0.02160453621265485,0.01497568666098414,-0.02369084445478224,-0.00796736300560235,0.008749063849853588,-0.009147717251663552,0.001496824410785122,0.00871562810470037,-0.00648117440244863,-4.2120518871189064e-4,6.169114332551204e-4,-0.0059607791027546375,0.004581094177651981,-0.002235553995854679,0.0011537402070517387,0.007946426981896654,35.69819145318155
B_fra_1,0.021326455436329203,-0.01719966419264086,0.03000623442813392,0.054170701627712065,-0.0035708491165725273,-0.01852961174873823,-0.015300461911351534,-0.007411120075469996,0.006989211572613574,6.594330771641805e-4,0.009836527305631896,0.012963965001072539,0.010083191528981055,-0.0082278700192519,-0.009270920095314468,-0.005424907799318934,0.010217856401192459,-0.007718159971706718,0.01090703057831237,-0.005654831950340955,43.53446997396184
B_fra_8,0.014773328755962567,-0.04668338019593121,0.02390422203342107,0.036337634899862005,0.013721626277030368,-0.009316147919718918,-0.019180182770892576,0.00842553860763401,0.012285674331878485,-0.014433347162805801,-0.0010469536323084259,-0.005818184965173571,0.014254896669987378,-0.007987508714885487,1.1412709786266437e-4,-0.004586257080052847,0.003875959883258002,-0.009567593977118089,-0.01454569005076737,-0.007610601417046586,43.89626368926608
B_pen_0,-4.2997914840791105e-4,-0.035751105057848113,0.035428826166944934,0.026933410648822754,0.0017950669371726805,0.008617680622196075,-0.009683366383080354,5.890814156956644e-4,-0.00791380880864386,0.00795841418653776,0.01175649954683742,-0.017627150832568036,-0.0017613187079258798,-0.0018726744927924476,0.0017896524181673277,-0.005965071678798104,0.01771671952097394,-0.00414782736181105,-0.013870746032468701,0.0040656803251904045,44.73542213027565
C_cel_0,0.01880937639464503,-0.03884246435670368,-0.017766223853678487,-0.0963618382499243,-0.043220285302956504,-0.02760354875367685,0.02820061664525418,-0.00630154360673376,-0.016910272734695062,-0.003602876831541365,0.017856308469911358,0.028055356936794913,0.0015007154797505237,-0.0035867314774991376,-0.017318957951395528,0.0047786797965381515,0.012368960163796327,0.004155000505298416,-0.00948165216301423,0.00171989376273871,27.104706503949227
C_cel_7,0.010465628479657868,0.021352273953004028,0.025105806389794875,-0.0010960903092679876,-0.005935311373498026,0.027980385388980816,-0.019397911876406687,0.04787996169641882,-0.010549730160159386,-0.01622154800342501,0.023282987998057263,0.031940382309010806,0.012985598169674513,0.01389959189163641,0.013739398005152165,-0.0031259397257344017,-0.020846546641755847,0.00642369025030936,-0.0076360208152907545,0.0031759486951019053,31.593381138991074
E_can_0,0.064859667278719,0.01237453417623089,0.02330810997829026,0.014981964623481874,0.012159274108855488,0.01090988897178276,0.025328032658060932,-0.020654902843577405,-0.01914681831422775,-0.0023205174742400446,0.016531921600757664,-0.002342280251235746,-0.007268120664695823,0.003244091188204699,0.0034503527386104487,0.0017642091287711787,0.010282346116912726,0.011535149353063804,0.011207012814930186,-0.018697522124863183,51.681216959115574
E_can_4,0.03796219032712991,0.03837055757547963,0.005760621020172473,0.012977732042352311,-0.009122518598158658,-0.0028990241478311835,0.026771264411916053,-0.019729842539844986,0.015327003498012167,-0.0131211662822559,-0.002777970990405322,0.007671443725241796,-0.0022795557467495376,-4.549923333527679e-6,-0.011794535032804634,0.013151233501538464,-0.008699065691467042,0.019595261688209457,0.002195775439583582,0.009290286381750416,47.351467698113595
E_cen_3,-0.10015238163065192,0.07818549050300677,0.019300284274432564,-0.004402799113087399,0.022684814397926138,-0.03490197233461073,-0.01424315204710507,0.016689361909987918,0.0037503769376098692,-0.01490302378829412,-0.01653033859282118,0.005179442174723116,-0.010371119179740944,-0.01833514455201488,0.006015866700651963,-0.0011638593723777174,0.01113572391143695,0.006802590962375578,0.007562757008197675,-0.002558509673751127,51.71230089857273
E_leu_0,-0.09669315981712019,0.06659814776419773,0.006092041824452926,0.013029867871400924,0.022894422408057696,-0.012599442115060266,-0.0453705404086284,-0.004722683776341059,0.0032657391365684247,0.007728476946401373,-0.011366174745230597,0.0038397702027147293,-0.0019832276090177704,-0.013054374674680944,0.0037135665560862545,0.005780599512768652,-4.703967694757148e-8,0.0055532554892271735,-0.012121203395235276,0.01847645760817247,47.683130146164814
G_rad_5,-0.04539801277998222,0.04411364596384492,0.027355011224026702,0.022764408705865765,-0.04985553005292561,-0.035699737361607156,0.010813290978461834,0.016824904857330784,-0.00478404572349054,-0.02332944900745608,0.028885699254425214,-0.020640431767248335,0.013818314754108697,0.0200185392700201,0.008821280193208764,0.01060479565114895,-0.010489708721811205,-0.012500807343389245,-0.00914002444100537,0.002817706622764591,23.92242448947489
H_min_2,0.03551379826105913,0.02907585383821273,-0.09360690688011232,-0.04640510114516117,-0.03659935584673216,0.0353403923197513,-0.014595836500430753,0.028118239700758607,-0.001366893578288351,-0.015984961167072972,-0.01035161464642433,-0.004038925605304904,-0.015734010797898577,0.0014611872351938488,-0.0019080272180562702,-0.006993440786103673,0.0190809224134145,0.0024066799082242438,-0.006505144948468047,-6.674956221843266e-4,21.219525879448835
