"","Comp1","Comp2","Comp3","Comp4","Comp5","Comp6","Comp7","Comp8","Comp9","Comp10","Comp11","Comp12","Comp13","Comp14","Comp15","Comp16","Comp17","Comp18","Comp19","Comp20"
"R_exu_8",-0.0114569380932542,0.00869684541333216,-0.00342254479457812,-0.0342423421590182,-0.016207249532095,-0.0222155926791082,-0.0112798561682713,-0.0115951001071117,0.0166257919250942,0.00603376031855746,-0.0118539751063468,-0.00456939512206145,0.0187859679719754,0.00961863840732344,0.0015418145554134,-0.00673349880421681,-0.00573107790279813,-0.00195661705109763,0.000665889675171622,0.00412540181567327
"R_fac_4",-0.0253162522779286,0.00134004409753818,0.0248328358356438,-0.0205407672717194,-0.0011105390625601,-0.0217173860247695,0.00568374196299935,0.00177445223072081,-0.000399593616698975,-0.0218760000718239,0.00116127264776603,-0.0092466575046551,-0.00163486368235419,0.00722364142569632,-0.00767748689323164,0.0123850500470966,0.00562893895068013,0.00131167983486832,-0.00615034308782765,0.00428561987753005
"R_fac_5",-0.0266455010547435,-0.00198633481958188,0.0188773012956307,0.00337223122785936,-0.0169684960987129,-0.01543911608771,-0.0131221500962878,0.027956304692546,-0.00569966888483449,0.011351144743379,0.0317748370635449,-0.00626517352919761,0.0165038511291275,-0.00427411427622659,0.00114648244596366,0.000561455535214911,-0.0107144696039341,0.0134071844047036,0.0082192849142274,-0.00761948768587926
"R_hof_0",-0.0534180649139538,-0.0242881112865533,0.0336970179026347,-0.0269592517125897,-0.0035588349281556,-0.0118083695223351,0.00881265815639829,-0.020366290574523,-0.000233395643742623,0.00453068084049515,-0.0101432094248499,0.0210813384099757,0.0198244652370413,0.0171331020660728,-0.00218175567100434,-0.00822334948816152,-0.0153147830496802,-0.0039505337219701,0.00903731487965474,-0.00240548128115149
"R_hof_7",-0.0246086555114528,-0.00183894370593484,0.0291712144271305,0.0120043864538721,-0.0266310089177849,0.0108213550643369,-0.0295118579528572,-0.0134158417349925,-0.010933022703076,0.0172964103000928,-0.0212986918289648,-0.0184734004200845,0.0128909086256203,0.00370903463138718,-0.00282825124746754,-0.00249222053405864,0.0049379979394307,0.00715482777558007,-0.00168400083354146,0.020050016104618
"R_mol_0",-0.0225902638009404,-0.0107132927185457,0.0254004958448968,0.00390142845337667,-0.015725623306578,-0.00331280864087059,-0.00155391309843347,-0.0165690536050144,0.00903746986363566,-0.0007516817415131,0.00230473348691735,-0.00330829544900148,0.0121676452727687,-0.00040012158572973,-0.00998005632425866,0.00636636274650872,-0.0130630523293908,0.0054744925269112,-0.00134211507044414,0.00463951265620659
"R_xan_5",-0.0149427225737539,0.00281026171038585,0.0271842106209026,0.0324271766623819,-0.0201944336873729,-0.0120921467721692,-0.0121911310896585,-0.00381425900394928,-0.011719085413523,0.00506488048015266,0.0107571874052291,0.00294445140682163,0.00789935356978037,-0.000735844512106689,-0.00318709463987398,0.0159087672759419,0.00339801459900777,0.00742333661664904,-0.000394369591625565,0.00429573037713308
"S_mac_4",0.0451079115332152,-0.00257866654733591,-0.00407767323996459,-0.00605452600896363,-0.0292101210400347,0.00760059225348956,0.0014454714311366,0.024921770785982,-0.00569381274538377,0.022608251527735,-0.00772942900830391,0.0112601348082006,-0.007194399071774,0.00998005136000469,-0.00391713623002949,0.0243027574923925,-0.00321836144560264,-0.000314157213689704,0.0076559000016584,9.60271521399049e-05
"S_mac_6",0.0326895377917056,0.0229871281193302,0.0131766947633237,0.00548499093786244,-0.0150244808993151,0.0262441516970206,-0.0082580006360264,0.038650194079049,0.000257986259472105,-0.0212997092171224,-0.0171310856781573,0.0160410371984344,0.00332293990491323,0.0162734951569359,0.0182792479058059,0.000591594543416833,-0.00859007646394748,-0.00311410907733976,0.00900461988957676,-0.0132639776989161
"S_mac_som2",0.040102990885566,-0.00450761603368056,-0.000125170230616427,-0.00543571369410973,-0.0296982861740299,0.00305325325883427,-0.00565997194954639,0.0284109354534595,-0.00367828390249305,0.0136176076525056,-0.0140469029049863,0.00509469786903998,-0.00609602242860475,0.0159003259305791,0.0159117348231686,0.0112812594956198,0.0044398721235571,-0.0116667274547507,0.00397590141878003,0.0117279693965067
"T_arc_2",-0.0123838106675805,-0.0147900772090343,-0.0238908303276123,0.00575500988108462,0.0437653915470353,-0.0082548598232437,0.0105921568307781,0.0215120745113,0.0137205096431786,0.00590922679716908,-0.0289746181171,-0.00107519676362769,0.00505015671117228,-0.00420700214143355,-0.00793992098422011,0.0075421138926431,-0.0140776548268066,0.000533336245238643,0.000929102119951608,-0.0049549758449895
"T_arc_4",-0.00372166508693794,-0.00939953807268457,-0.0471242926733932,0.0134949517357402,0.00716552432471138,-0.0298845054632807,0.0164658711979189,0.0280633229689942,0.023652580135222,0.00807998066152506,-0.0264971994743032,-0.0261989295330262,0.0125080754669657,-0.0241141657234859,0.0138810168054059,-0.00938443456321636,0.00264717794689875,-0.00811850412930668,-0.00391877130569071,0.00443959137966722
"T_cal_5",-0.0126875422638794,-0.0305475596063086,0.0135560361402273,0.00546464992198564,-0.00415137457541249,0.0134920504953563,0.0285295090926032,0.000622962140609067,-0.0181534130632834,-0.0138892898473346,-0.0126827156700191,-0.00517838136106012,-0.0103005103082546,0.00648746526333669,-0.00860915750180615,-0.00991815216548524,0.00721286475689234,0.00403356047730526,0.00804679492803673,-0.00226418401395008
"T_cel_0",-0.0579108117606346,-0.00202185107120382,-0.0252409941113666,0.0459347123552432,-0.0113701201028854,-0.0226450819267643,-0.0201254480246507,0.00125521073044891,0.00264655058821978,0.0147370178488913,0.00083554510587866,0.0155405086090609,-0.022208592782534,-0.00162151357687407,-0.00940581455393058,-0.0114117562195606,0.00825844396325151,-0.00158399360785403,-0.00673222459508844,-0.00366141814797485
"T_cel_1",-0.0362097669013295,-0.0386699090395743,-0.015845111512293,0.0454253468320854,-0.0207037914154804,-0.0109423650945185,-0.00367172993226919,0.00820950124563776,-0.00861349229739724,0.0243766141091534,-0.00602614327460817,-0.000873203450659798,-0.0365092989126571,-0.00998241034518965,-0.00396023407785174,-0.00611225549509134,-0.00618886804043974,0.00238715926088643,0.00521270262206925,-0.0082883559683853
"T_ham_6",-0.0426063630168082,-0.01488927077232,0.00903253508940542,-0.00327704338983339,-0.00888905876978721,-0.0161368085658826,0.00809969853357031,-0.0275862125319283,0.00737404288224055,-0.00705672987796776,-0.0157762312098659,0.0172107723271072,-0.00543082064042167,0.00433567061717166,0.00963399692698538,0.00824504517018763,-0.0103175922386766,0.00614994562529719,-0.0102124088968947,-0.00952384643728447
"T_ham_7",-0.0195808375886623,-0.0259714953621892,0.00369175865809655,0.00879946378511128,-0.00379683764778561,-0.0173007993832523,0.019757285588382,-0.00740780571661091,-0.00313937992299718,-0.0255919434857842,-0.000297135724628354,-2.08959077175475e-05,-0.0106543633373438,0.00755843998494831,0.00491403072749584,-0.00692785905951234,-0.0127952902846752,0.00206051401836309,-0.00516521935491746,0.00522339575473378
"T_mac_9",0.11326731195404,0.0152470363115863,-0.0203824452045857,-0.00896398637182374,-0.00991688697790775,-0.00661227278243103,0.00660010225737461,-0.00805603032491951,0.0185042442096544,-0.0280130935149368,-0.0231594870981356,0.0050332442918746,-0.00842973566929557,-0.000162995152041874,-0.00329510501517372,-0.00404699948958709,0.00221189208869731,0.00489080168748579,0.00269051291294583,0.0130439253540183
"T_rhi_7",0.143590829357559,0.0681872299229771,-0.0201120518780384,0.00711782974122845,0.0131456442226087,-0.0130952809625405,0.0296768689078997,-0.0240642990635338,0.00276413253146091,0.0143492531464123,0.0146152597626483,-0.0216598299643946,-0.0110912869492167,0.0268380891100139,0.0185520211989195,0.000392369003550303,-0.00593992113630467,0.00269416758709552,0.00994804939009567,-0.00593504605822389
"T_rhi_8",0.129190871052216,0.0815677103733258,-0.01281240587534,0.018041800130566,0.00676612363055679,-0.0263277559818231,0.0170779147735966,0.00248666322748995,-0.0140415534175425,-0.00138851837322639,0.00273635765334691,0.0098544698461818,0.000969141081921863,-0.0016473692937814,-0.0125649413941938,-0.00531660576288601,0.00659550164230355,-0.00375479291753957,-0.00972348892918825,-0.00561516042031941
"T_tar_5",-0.0162080630155711,-0.0303677164574476,0.0342754779611838,0.00376222676631723,0.00842210541791683,0.0136798924851899,0.00573665342796429,0.0160576889744603,0.0165801827168019,-0.00666919286786152,0.00460504328709634,-0.011324737187814,0.00313100069979063,0.0129473395268094,-0.00318852560838731,-0.00257172719671234,0.00630236359593838,-0.00936435840501321,-0.00311835733538835,-0.0020315781576021
"T_tar_7",-0.0203707228445057,-0.0352159023334862,0.0211800564353538,0.00506756178068392,-0.00487969211846049,0.00180727286974941,0.0148239065639397,-0.00540287048800111,-0.0165901178407403,-0.0117845526838582,0.00990952270164188,-0.00857383858683128,0.00631387444815963,0.00409884861926146,0.000579191775404755,-0.00480063954139705,0.00824648498756938,-0.013601504035874,-0.00621634807340858,0.00341422417139241
"W_mam_7",0.0303172503016955,0.00180360056456922,-0.0103539381141872,-0.00604300454457257,-0.004559599349177,0.0135220221389449,0.000373991269544526,0.0498534396693656,0.00260760827152183,-0.00165263417328641,0.00998131710461398,-0.0247629414130333,0.00463208862780205,0.00206507064440192,-0.0111547698571529,-0.0146998794246826,-0.0142273453890918,0.0181829149470344,-0.0184155946829854,-0.00166038418596578
